"Name","Ticker","FundId","Firm Name ID","Firm Name","Branding Name ID","Branding Name","Inception 
Date","Listing Date","Obsolete 
Date","Obsolete 
Type","Merged Into 
Security","Merged into 
Security ID","Converted From Date","Converted From Name","Converted From Date","Converted From Name","Investment Type","US Category Group","Morningstar Category","Index 
Fund","Fund of 
Funds","Active Non Transparent","Tax Managed","Advisor","Domicile","Manager Name","Oldest 
Share Class","Ticker of 
Fund's 
Oldest Share Class","Name of 
Fund's 
Oldest Share Class","Subadvised","Subadvisor","Sustainable Investment Overall 
2023-01","Sustainable Investment Overall","Sustainable Investment - Environmental Sector Overall 
2021-05","Sustainable Investment - ESG Fund Overall 
2021-05","Estimated Share Class Net Flow (Yearly) 
Year2019 
USD","Estimated Share Class Net Flow (Yearly) 
Year2020 
USD","Estimated Share Class Net Flow (Yearly) 
Year2021 
USD","Estimated Share Class Net Flow (Yearly) 
Year2022 
USD","Estimated Share Class Net Flow (Yearly) 
Year2023 
USD","Net Assets - share class (Monthly) 
2019-01 
USD","Net Assets - share class (Monthly) 
2019-02 
USD","Net Assets - share class (Monthly) 
2019-03 
USD","Net Assets - share class (Monthly) 
2019-04 
USD","Net Assets - share class (Monthly) 
2019-05 
USD","Net Assets - share class (Monthly) 
2019-06 
USD","Net Assets - share class (Monthly) 
2019-07 
USD","Net Assets - share class (Monthly) 
2019-08 
USD","Net Assets - share class (Monthly) 
2019-09 
USD","Net Assets - share class (Monthly) 
2019-10 
USD","Net Assets - share class (Monthly) 
2019-11 
USD","Net Assets - share class (Monthly) 
2019-12 
USD","Net Assets - share class (Monthly) 
2020-01 
USD","Net Assets - share class (Monthly) 
2020-02 
USD","Net Assets - share class (Monthly) 
2020-03 
USD","Net Assets - share class (Monthly) 
2020-04 
USD","Net Assets - share class (Monthly) 
2020-05 
USD","Net Assets - share class (Monthly) 
2020-06 
USD","Net Assets - share class (Monthly) 
2020-07 
USD","Net Assets - share class (Monthly) 
2020-08 
USD","Net Assets - share class (Monthly) 
2020-09 
USD","Net Assets - share class (Monthly) 
2020-10 
USD","Net Assets - share class (Monthly) 
2020-11 
USD","Net Assets - share class (Monthly) 
2020-12 
USD","Net Assets - share class (Monthly) 
2021-01 
USD","Net Assets - share class (Monthly) 
2021-02 
USD","Net Assets - share class (Monthly) 
2021-03 
USD","Net Assets - share class (Monthly) 
2021-04 
USD","Net Assets - share class (Monthly) 
2021-05 
USD","Net Assets - share class (Monthly) 
2021-06 
USD","Net Assets - share class (Monthly) 
2021-07 
USD","Net Assets - share class (Monthly) 
2021-08 
USD","Net Assets - share class (Monthly) 
2021-09 
USD","Net Assets - share class (Monthly) 
2021-10 
USD","Net Assets - share class (Monthly) 
2021-11 
USD","Net Assets - share class (Monthly) 
2021-12 
USD","Net Assets - share class (Monthly) 
2022-01 
USD","Net Assets - share class (Monthly) 
2022-02 
USD","Net Assets - share class (Monthly) 
2022-03 
USD","Net Assets - share class (Monthly) 
2022-04 
USD","Net Assets - share class (Monthly) 
2022-05 
USD","Net Assets - share class (Monthly) 
2022-06 
USD","Net Assets - share class (Monthly) 
2022-07 
USD","Net Assets - share class (Monthly) 
2022-08 
USD","Net Assets - share class (Monthly) 
2022-09 
USD","Net Assets - share class (Monthly) 
2022-10 
USD","Net Assets - share class (Monthly) 
2022-11 
USD","Net Assets - share class (Monthly) 
2022-12 
USD","Net Assets - share class (Monthly) 
2023-01 
USD","Net Assets - share class (Monthly) 
2023-02 
USD","Net Assets - share class (Monthly) 
2023-03 
USD","Net Assets - share class (Monthly) 
2023-04 
USD","Net Assets - share class (Monthly) 
2023-05 
USD","Net Assets - share class (Monthly) 
2023-06 
USD","Net Assets - share class (Monthly) 
2023-07 
USD","Net Assets - share class (Monthly) 
2023-08 
USD","Net Assets - share class (Monthly) 
2023-09 
USD","Net Assets - share class (Monthly) 
2023-10 
USD","Net Assets - share class (Monthly) 
2023-11 
USD","Net Assets - share class (Monthly) 
2023-12 
USD"
"James Alpha Relative Value R6{mg}","","FS0000GCVG","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","James Alpha Relative Value R6","US4702586904","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Relative ValI{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Structured Credit Val R6{mg}","","FS0000GCVH","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Income Opportunities R6","US4702587654","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Structured Credit Val A{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Total Hedge R6{mg}","","FS0000GCVI","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Total Hedge Portfolio R6","US4702587241","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Total HdgI{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Event Drvn R6 {mg}","","FS0000GCVJ","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","James Alpha Event Drvn R6","US4702587167","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Event Drvn I {mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Family Office R6 {mg}","","FS0000GCVK","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","James Alpha Family Office R6","US4702586748","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Family OffcI {mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Global RE Invts I {mg}","","FS0000GCVL","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Global Real Estate I","US4702588231","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Global RE Invts A {mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Global RE Invts C {mg}","","FS0000GCVL","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Global Real Estate C","US4702588314","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Global RE Invts A {mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Global RE Invts A {mg}","","FS0000GCVL","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Global Real Estate A","US4702588157","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","James Alpha Global RE Invts A {mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Global RE Invts R6 {mg}","","FS0000GCVL","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Global Real Estate R6","US4702586177","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Global RE Invts A {mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Hedged High Inc R6{mg}","","FS0000GCVM","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Hedged High Income R6","US4702586664","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Hedged High Inc A{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Macro R6{mg}","","FS0000GCVN","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Global Macro R6","US4702586250","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Macro I New{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Managed Risk Dmstc Eq A{mg}","","FS0000GCVO","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Hedged Equity A","US4702588801","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","James Alpha Managed Risk Dmstc Eq A{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Managed Risk Dmstc Eq C{mg}","","FS0000GCVO","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Hedged Equity C","US4702588074","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Managed Risk Dmstc Eq A{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Managed Risk Dmstc Eq I{mg}","","FS0000GCVO","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Hedged Equity I","US4702587084","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Managed Risk Dmstc Eq A{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Managed Risk Dmstc Eq R6{mg}","","FS0000GCVO","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Hedged Equity R6","US4702586417","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Managed Risk Dmstc Eq A{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Mgd Risk Em Mkts Eq R6 {mg}","","FS0000GCVP","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","James Alpha Mgd Risk Emerg Mkts Eq R6","US4702586581","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Managed Risk Em Mkts EqA{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Managed Risk Em Mkts EqA{mg}","","FS0000GCVP","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","James Alpha Mgd Risk Emerg Mkts Eq A","US4702586094","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","James Alpha Managed Risk Em Mkts EqA{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Managed Risk Em Mkts EqC{mg}","","FS0000GCVP","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","James Alpha Mgd Risk Emerg Mkts Eq C","US4702585005","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Managed Risk Em Mkts EqA{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Mgd Risk Em Mkts Eq I {mg}","","FS0000GCVP","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","James Alpha Mgd Risk Emerg Mkts Eq I","US4702584016","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Managed Risk Em Mkts EqA{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James AlphaMultiStrategyAltntvIncR6{mg}","","FS0000GCVQ","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Multi Strategy Alt Inc R6","US4702586334","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Multi StrategyAltntvIncA{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Multi StrategyAltntvIncI{mg}","","FS0000GCVQ","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Multi Strategy Alt Inc I","US4702588496","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Multi StrategyAltntvIncA{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Multi StrategyAltntvIncC{mg}","","FS0000GCVQ","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Multi Strategy Alt Inc C","US4702588645","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Multi StrategyAltntvIncA{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Multi StrategyAltntvIncA{mg}","","FS0000GCVQ","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Multi Strategy Alt Inc A","US4702588561","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","James Alpha Multi StrategyAltntvIncA{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Event Drvn I {mg}","","FS0000GCVJ","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","James Alpha Event Drvn I","US4702587324","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","James Alpha Event Drvn I {mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Family OffcI {mg}","","FS0000GCVK","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","James Alpha Family Office I","US4702588728","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","James Alpha Family OffcI {mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Hedged High Inc A{mg}","","FS0000GCVM","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Hedged High Income A","US4702583026","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","James Alpha Hedged High Inc A{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Hedged High Inc C{mg}","","FS0000GCVM","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Hedged High Income C","US4702581046","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Hedged High Inc A{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Hedged High Inc I{mg}","","FS0000GCVM","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Hedged High Income I","US4702582036","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Hedged High Inc A{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Macro I New{mg}","","FS0000GCVN","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Global Macro I","US4702587993","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","James Alpha Macro I New{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Relative ValI{mg}","","FS0000GCVG","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","James Alpha Relative Value I","US4702585831","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","James Alpha Relative ValI{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Structured Credit Val A{mg}","","FS0000GCVH","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Income Opportunities A","US4702587407","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","James Alpha Structured Credit Val A{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Structured Credit Val C{mg}","","FS0000GCVH","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Income Opportunities C","US4702587571","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Structured Credit Val A{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Alpha Structured Credit Val I{mg}","","FS0000GCVH","0C0000BPQ1","James Alpha Advisors","BN00000KKC","James Alpha","2020-12-31","","2021-03-19","Merged","Easterly Income Opportunities I","US4702587738","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","James Alpha Structured Credit Val A{mg}","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
